model,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median
Transformer,65.4326452742993,19.2359585930483,33.5893154049213,12.6073712763297,-0.0395761802575107,0.320278969957082,0.739270386266094,92.1592140593754
