forecast_date,target,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median
2024-12-15,ARI incidence,207.608040737484,165.799372963283,8.86903487495754,32.9396328992429,0.384375,0.25,0.6875,295.937177276611
2024-12-15,ILI incidence,71.9661938448747,50.5645465968312,3.15250116984049,18.249146078203,0.510416666666667,0.333333333333333,0.625,109.122793451945
2024-12-22,ARI incidence,151.919002785061,100.233098934008,24.6440678140391,27.0418360370138,0.05125,0.1875,0.6875,208.566568756104
2024-12-22,ILI incidence,55.6261033672699,25.7722373402637,9.5624360471532,20.291429979853,0.214583333333333,0.333333333333333,0.75,89.3394807815552
2024-12-29,ARI incidence,126.50793453258,7.43369843856148,89.4094850457233,29.6647510482954,-0.456875,0.375,0.5625,180.378631973267
2024-12-29,ILI incidence,58.4240136506468,6.76595581994541,32.8647017205971,18.7933561101043,-0.2,0.583333333333333,0.791666666666667,78.1716582536698
2025-01-05,ARI incidence,304.019028578427,0,282.096098974477,21.9229296039498,-0.94125,0,0.25,385.247011566162
2025-01-05,ILI incidence,134.928378719409,0,118.068727262815,16.859651456594,-0.835833333333333,0.125,0.458333333333333,190.308670290311
2025-01-12,ARI incidence,246.115205665049,0.918210767663045,217.592627699479,27.6043671979075,-0.77875,0.1875,0.5625,313.866319656372
2025-01-12,ILI incidence,171.460100074186,0.30471983647001,154.554463022343,16.6009172153735,-0.783333333333333,0.125,0.375,216.600758997599
2025-01-19,ARI incidence,214.061661481235,50.6889418228813,134.304694524019,29.0680251343354,-0.3625,0.1875,0.5,298.028101921082
2025-01-19,ILI incidence,182.033025047796,0,166.109417391514,15.9236076562819,-0.922083333333333,0.0416666666666667,0.333333333333333,235.212605381012
2025-01-26,ARI incidence,207.625971019164,0.240716420049252,181.050484690459,26.3347699086562,-0.6175,0.375,0.5,258.514440727234
2025-01-26,ILI incidence,143.396909315638,0,129.491434605916,13.9054747097216,-0.932083333333333,0.0416666666666667,0.208333333333333,198.597615432739
2025-02-02,ARI incidence,135.184354651907,6.34388749495797,103.63517633521,25.2052908217389,-0.2375,0.375,0.8125,181.431228256226
2025-02-02,ILI incidence,150.691906457587,0,138.813690978202,11.8782154793843,-0.892916666666667,0.0833333333333333,0.333333333333333,195.326971197128
2025-02-09,ARI incidence,139.685302986062,7.29872781504755,108.666674464682,23.7199007063327,-0.496875,0.375,0.6875,184.783040046692
2025-02-09,ILI incidence,65.6500001810254,10.6719850788946,40.6272933282714,14.3507217738594,-0.255416666666667,0.25,0.666666666666667,100.027997748057
2025-02-16,ARI incidence,84.5385688205387,28.4782063608584,30.7906412870988,25.2697211725816,-0.010625,0.4375,0.875,137.31613445282
2025-02-16,ILI incidence,38.2723918499463,20.2906422615051,3.12055933440941,14.8611902540317,0.395,0.333333333333333,0.791666666666667,62.2644862810771
2025-02-23,ARI incidence,65.4388022418644,21.976872576838,22.9551589136538,20.5067707513726,0.101875,0.4375,0.75,100.130191993713
2025-02-23,ILI incidence,65.6658122800744,50.3917888226716,0.0368948438893194,15.2371286135134,0.703333333333333,0.208333333333333,0.666666666666667,105.418270810445
