model,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median
Transformer,54.790471183151,13.5373711086539,23.6090486679143,17.6440514065828,-0.00832081545064377,0.410407725321888,0.847103004291846,81.5774114297951
