model,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median
Transformer,58.3266244981268,15.67977126621,24.1016180474481,18.5452351844687,-0.0308047210300429,0.445278969957082,0.849785407725322,87.6401370707755
