model,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median
darts_transformer_filled,68.6236938924295,19.3216628048598,31.6492927681835,17.6527383193863,0.00649141630901288,0.384656652360515,0.800965665236052,99.552882220433
