forecast_date,target,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median
2024-12-15,ARI incidence,145.426264007403,64.5046354874321,46.2119562895402,34.7096722304303,-0.18125,0.3125,0.6875,216.600732040405
2024-12-15,ILI incidence,66.5107921455709,1.4849258588708,46.0164291478586,19.0094371388415,-0.439583333333333,0.375,0.791666666666667,94.1999504725138
2024-12-22,ARI incidence,141.220681873404,83.2707778101382,22.3887684365977,35.5611356266685,0.05875,0.4375,0.75,194.369750595093
2024-12-22,ILI incidence,104.193752539715,7.53816726656928,77.0119734480761,19.6436118250697,-0.38875,0.291666666666667,0.625,150.595817486445
2024-12-29,ARI incidence,269.321631444848,0.0409898840862773,241.809889552904,27.4707520078576,-0.82125,0.0625,0.4375,352.926151275635
2024-12-29,ILI incidence,119.334514159896,1.58157371852709,92.6554342173148,25.0975062240544,-0.670833333333333,0.208333333333333,0.5,159.858358860016
2025-01-05,ARI incidence,279.2279356065,0,246.621498986949,32.6064366195513,-0.70625,0.375,0.625,343.560261154175
2025-01-05,ILI incidence,168.60740775123,0.0226524574169214,146.351284737518,22.2334705562954,-0.744166666666667,0.208333333333333,0.541666666666667,230.966117413839
2025-01-12,ARI incidence,216.269131521142,12.0252409893533,167.213270087864,37.0306204439246,-0.2925,0.4375,0.625,273.067914199829
2025-01-12,ILI incidence,138.868119223558,0.259190971263941,112.431796332373,26.1771319199213,-0.61875,0.416666666666667,0.583333333333333,184.73297440211
2025-01-19,ARI incidence,180.431140709338,25.6985582434613,114.014746126921,40.7178363389554,-0.24375,0.4375,0.6875,256.598503875732
2025-01-19,ILI incidence,130.279394591477,0.182337266120358,106.873785939424,23.2232713859323,-0.639583333333333,0.333333333333333,0.666666666666667,177.014553896586
2025-01-26,ARI incidence,182.043871459546,27.2438080994979,112.810203419561,41.9898599404874,0.095,0.375,0.8125,269.278749465942
2025-01-26,ILI incidence,58.3756725417186,4.50921052849811,30.0287291734115,23.837732839809,-0.408333333333333,0.375,0.916666666666667,88.4751216888428
2025-02-02,ARI incidence,220.119802477463,28.037484509012,153.514921039084,38.5673969293677,0.1375,0.375,0.625,294.795630645752
2025-02-02,ILI incidence,47.4771877982306,4.82521038331847,21.4964593721473,21.1555180427648,-0.31125,0.375,0.833333333333333,69.5345795313517
2025-02-09,ARI incidence,115.347799585384,23.6808815665867,58.9643010346786,32.7026169841186,0.09625,0.3125,0.8125,176.668698501587
2025-02-09,ILI incidence,43.1742473171932,5.81972746088885,17.2844225372093,20.070097319095,-0.135,0.375,0.875,60.1392971674601
2025-02-16,ARI incidence,100.565667630486,40.4385256891665,22.5587139627208,37.5684279785986,0.43,0.375,0.8125,160.247106170654
2025-02-16,ILI incidence,40.7282048508741,10.4227616959724,12.9357950915461,17.3696480633556,-0.0520833333333333,0.333333333333333,0.875,68.4611924171448
2025-02-23,ARI incidence,114.760483002041,78.6035729781441,0.689376963739808,35.4675330601568,0.741875,0.125,0.6875,195.860776138306
2025-02-23,ILI incidence,104.088173543198,77.0618762002475,10.3031296882077,16.7231676547424,0.399166666666667,0.166666666666667,0.625,159.996183204651
2025-03-02,ARI incidence,110.611822670646,74.4358995271766,0,36.1759231434698,0.789375,0,0.75,197.922702026367
2025-03-02,ILI incidence,42.116056605422,26.4507191015326,0.374552481416343,15.290785022473,0.21875,0.625,0.958333333333333,67.5149589220683
2025-03-09,ARI incidence,90.4338691968503,52.0064868844074,2.62676902439283,35.8006132880501,0.470625,0.4375,0.875,149.312757110596
2025-03-09,ILI incidence,85.0504700503833,70.0043011589327,0.0265351005222488,15.0196337909284,0.706666666666667,0.166666666666667,0.666666666666667,131.271682564418
2025-03-16,ARI incidence,86.2279139775815,45.4547899163288,10.983122850501,29.7900012107517,0.265625,0.375,0.9375,140.409460067749
2025-03-16,ILI incidence,52.5504128923796,37.5270092777584,0.0996014408443286,14.9238021737769,0.485416666666667,0.458333333333333,0.791666666666667,89.0403107007345
2025-03-23,ARI incidence,108.698585274296,76.3440692492499,0.382620849609376,31.9718951754363,0.440666666666667,0.533333333333333,0.8,165.576369222005
2025-03-23,ILI incidence,40.8720639609569,29.6335370501859,0.136130890729071,11.102396020042,0.536956521739131,0.304347826086957,0.739130434782609,66.3115390445875
2025-03-30,ARI incidence,42.1987743691628,11.870984654397,2.29720717720364,28.0305825375622,0.15,0.785714285714286,1,61.9021839686803
2025-03-30,ILI incidence,41.5975624724716,33.0189252344516,0.0912106088027653,8.48742662921725,0.730454545454546,0.181818181818182,0.545454545454545,63.1418529683894
