model,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median
Transformer,79.3006207615376,26.0496388339645,38.2350782761469,15.0159036514262,0.0118347639484979,0.312768240343348,0.714055793991416,112.080660053384
