horizon,target,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median
1,ARI incidence,58.0516797322238,21.3637825212548,21.1119074906453,15.5759897203236,0.0540594059405941,0.361386138613861,0.826732673267327,85.6324242393569
1,ILI incidence,28.0848114237294,5.97970717471579,15.5087224454198,6.59638180359385,-0.119356060606061,0.401515151515151,0.795454545454545,40.9741471144286
2,ARI incidence,79.9921366239569,29.1825363342194,34.6612494440297,16.1483508457078,0.000837438423645321,0.334975369458128,0.694581280788177,112.710277846764
2,ILI incidence,38.3938526991844,6.77629803318409,24.9004584459534,6.71709622004685,-0.147338403041825,0.35361216730038,0.650190114068441,53.1501355794899
3,ARI incidence,90.6052398083541,29.2733434155164,44.8776261338594,16.4542702589783,-0.00588235294117646,0.338235294117647,0.67156862745098,124.71256385504
3,ILI incidence,48.9470319531014,8.38280090410528,34.1244477497079,6.43978329928814,-0.173969465648855,0.263358778625954,0.614503816793893,65.1412136882316
4,ARI incidence,101.611207324597,30.5622093309097,53.6879802356773,17.3610177580104,0.0309756097560976,0.287804878048781,0.64390243902439,139.410693709211
4,ILI incidence,57.733664236646,10.1870292159809,40.330253364292,7.21638165637308,-0.165862068965517,0.283524904214559,0.613026819923372,76.9422033125413
