model,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median
Transformer,60.4523560494884,16.4659181619318,33.0321005178379,10.9543373697187,-0.0766577253218884,0.327789699570815,0.686158798283262,83.7677386709037
