model,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median
Transformer,81.0052650429226,23.8302185200582,46.865411797639,10.3096347252255,-0.0520547210300429,0.235515021459227,0.574570815450644,106.20771025153
