model,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median
TCN,80.6694487400357,18.8555262717233,46.3722859585612,15.4416365097512,-0.0514967811158798,0.296137339055794,0.722639484978541,115.161797425496
