model,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median
Transformer,62.8026018018166,16.1771015128775,35.676706181092,10.9487941078471,-0.0968884120171674,0.319206008583691,0.693669527896996,87.0218602089283
