model,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median
arima,60.5635988183765,13.7335818943844,20.5145560116606,26.3154609123315,0.0393347639484979,0.660407725321888,0.872854077253219,81.2716715144652
